Architecture,Hidden Layers,Test MSE,Test MAE,Test RMSE,R2 Score,Test MAPE (%),Test Median AE
A8,[8],52.30339813232422,5.052015781402588,7.230896155612354,0.852511477549142,5.830327936389547,3.8887274169921966
